gene_symbol,s_het,s_het_lower95,s_het_upper95,NFE_s_het,NFE_s_het_lower95,NFE_s_het_upper95,rank,quintile,decile,U,N,NFE_N,n,NFE_n
GDPD2,0.023704428,0.012,0.049,0.02153,0,0,7163,3,5,1.93E-06,76176.71827,39014.6667,7,2
INCENP,0.023697391,0.014,0.043,0.0223,0,0,7164,3,5,2.30E-06,105088.6873,62337.3333,11,9
NTNG1,0.023690661,0.012,0.049,0.02153,0,0,7165,3,5,1.43E-06,105593.7421,65874,7,1
TANC1,0.023682935,0.016,0.037,0.02291,0,0,7166,3,5,3.87E-06,117482.3096,66206,20,14
GLRX3,0.023681061,0.011,0.052,0.02117,0,0,7167,3,5,1.08E-06,117868.1611,66602.6667,6,6
PARK2,0.02367327,0.011,0.052,0.02117,0,0,7168,3,5,1.18E-06,107842.2492,66626.3333,6,4
ZNF10,0.023666827,0.01,0.056,0.02069,0,0,7169,3,5,9.16E-07,113118.5677,65931,5,3
CCDC58,0.023664305,0.008,0.07,0.01877,0,0,7170,3,5,5.32E-07,107692.6275,66690,3,2
ZNF18,0.023660327,0.011,0.052,0.02116,0,0,7171,3,5,1.12E-06,113554.6044,64747,6,2
EXOC1,0.023660085,0.014,0.041,0.02247,0,0,7172,3,5,2.49E-06,115909.6613,66471.3333,13,7
KIFC1,0.023660005,0.012,0.047,0.02175,0,0,7173,3,5,1.46E-06,116689.6661,66380,8,5
SLC25A27,0.023659598,0.012,0.049,0.0215,0,0,7174,3,5,1.43E-06,105450.0861,66154.4,7,5
RRM2B,0.023658196,0.01,0.056,0.02068,0,0,7175,3,5,9.75E-07,106232.5251,66000,5,5
PTGFR,0.023656999,0.009,0.061,0.01991,0,0,7176,3,5,7.01E-07,115304.2432,66572,4,3
NCKIPSD,0.023654955,0.013,0.046,0.02195,0,0,7177,3,5,1.88E-06,103174.1946,65895.1429,9,3
DNAJC25,0.023642794,0.01,0.056,0.02067,0,0,7178,3,5,9.50E-07,108953.1848,61440.4,5,1
EPB41L5,0.023633228,0.014,0.04,0.02253,0,0,7179,3,5,2.71E-06,115094.1073,65464.1818,14,9
PSEN2,0.023632853,0.01,0.056,0.02066,0,0,7180,3,5,8.88E-07,116508.5318,66398.8,5,3
MAP4K3,0.023619823,0.015,0.04,0.02259,0,0,7181,3,5,2.95E-06,113673.9603,63520,15,11
SERTAD3,0.023613689,0.006,0.084,0.01661,0,0,7182,3,5,3.03E-07,111735.7419,62223,2,2
FRRS1L,0.023609653,0.009,0.061,0.01987,0,0,7183,3,5,7.11E-07,113445.9691,65995.5,4,3
CHRNB4,0.023603192,0.01,0.056,0.02063,0,0,7184,3,5,9.38E-07,110151.9054,66623.5,5,2
NEUROD4,0.023587735,0.008,0.07,0.01871,0,0,7185,3,5,4.74E-07,120456.5756,66660,3,2
NDUFA9,0.023583915,0.012,0.049,0.02143,0,0,7186,3,5,1.38E-06,108908.06,66696,7,5
ALAD,0.023579808,0.011,0.052,0.02108,0,0,7187,3,5,1.09E-06,116265.0628,61883.6,6,2
DPH2,0.023577831,0.012,0.047,0.02167,0,0,7188,3,5,1.51E-06,112413.3453,66361.3333,8,4
PANK1,0.023567198,0.011,0.052,0.02107,0,0,7189,3,5,1.28E-06,98951.63758,51705,6,3
CGB2,0.023552492,0.006,0.084,0.01657,0,0,7190,3,5,3.20E-07,105497.129,66736,2,1
GLRB,0.023551186,0.012,0.049,0.0214,0,0,7191,3,5,1.31E-06,114562.3646,63186.3333,7,5
CSF2RB,0.023548225,0.013,0.045,0.02185,0,0,7192,3,5,1.75E-06,110315.45,66228.8571,9,2
TOP3B,0.023521006,0.013,0.044,0.02199,0,0,7193,3,5,1.95E-06,110937.0989,65744.8571,10,5
HAPLN1,0.023500946,0.01,0.055,0.02054,0,1,7194,3,5,8.88E-07,115822.0212,65302.6667,5,0
TEAD2,0.023486339,0.012,0.047,0.02159,0,0,7195,3,5,1.48E-06,114223.5129,62748,8,5
PLAC8,0.023481683,0.006,0.084,0.01652,0,0,7196,3,5,3.01E-07,111784.175,43228,2,0
OR2J3,0.02347582,0.008,0.069,0.01862,0,0,7197,3,5,4.78E-07,118849.1169,65933.3333,3,2
ITGA1,0.023472691,0.015,0.038,0.02257,0,0,7198,3,5,3.27E-06,116248.2758,66401.0769,17,8
DHRS11,0.023444827,0.009,0.061,0.01973,0,0,7199,3,5,7.07E-07,113259.671,66147.5,4,1
ZNF189,0.023442346,0.011,0.052,0.02096,0,0,7200,3,5,1.09E-06,115556.8134,58556.4,6,4
TM9SF1,0.02343864,0.013,0.045,0.02175,0,0,7201,3,5,1.63E-06,117860.2094,66212.2222,9,7
PAOX,0.023419373,0.01,0.055,0.02047,0,0,7202,3,5,9.14E-07,112114.8816,65145.6,5,4
PIK3C2A,0.023418769,0.016,0.035,0.0228,0,0,7203,3,5,4.85E-06,116818.7891,66207.0667,25,19
GBF1,0.023411194,0.017,0.034,0.02286,0,0,7204,3,5,5.34E-06,119216.256,66614.1667,28,17
NAPEPLD,0.023410215,0.01,0.055,0.02047,0,0,7205,3,5,8.87E-07,115479.9185,66638,5,2
SLC5A7,0.023408634,0.012,0.049,0.02127,0,0,7206,3,5,1.25E-06,119307.2669,66486.4,7,5
NBL1,0.023403894,0.006,0.084,0.01646,0,0,7207,3,5,3.59E-07,93381.51807,56397,2,2
GCNT1,0.023399511,0.009,0.061,0.0197,0,0,7208,3,5,6.62E-07,120715.446,66328.6667,4,3
DLD,0.023384072,0.012,0.047,0.0215,0,0,7209,3,5,1.45E-06,116052.2857,64704.4,8,5
PLEKHG1,0.023379623,0.014,0.04,0.02229,0,0,7210,3,5,2.62E-06,117733.8755,64556,14,9
TCOF1,0.023374202,0.014,0.04,0.02228,0,0,7211,3,5,2.82E-06,109357.8641,60065.25,14,11
DISP1,0.023371676,0.014,0.041,0.0222,0,0,7212,3,5,2.38E-06,119743.1234,66543.5,13,3
INF2,0.023348783,0.014,0.041,0.02208,0,0,7213,3,5,2.84E-06,92027.61816,65883,12,9
TNNT3,0.023345878,0.011,0.051,0.02087,0,0,7214,3,5,1.20E-06,104512.6799,58541,6,1
RASEF,0.023335168,0.013,0.042,0.02196,0,0,7215,3,5,2.25E-06,105721.5269,66444.6,11,6
CLDN9,0.023330785,0.006,0.084,0.01641,0,1,7216,3,5,2.92E-07,114412.0342,66246,2,0
NSL1,0.02332537,0.009,0.06,0.01972,0,0,7217,3,5,7.41E-07,106372.2391,65971.5,4,1
LIN7A,0.023320858,0.009,0.06,0.01971,0,0,7218,3,5,8.33E-07,94604.38494,62531,4,3
STK17B,0.023315284,0.01,0.055,0.02038,0,0,7219,3,5,9.18E-07,111102.456,59313.5,5,5
PHLPP2,0.023308855,0.015,0.038,0.02241,0,0,7220,3,5,3.19E-06,118312.4687,66620.1667,17,10
PAPOLB,0.023307114,0.01,0.055,0.02037,0,1,7221,3,5,8.98E-07,113534.8586,66616,5,0
ZFP1,0.023304282,0.01,0.055,0.02037,0,0,7222,3,5,8.57E-07,118951.2493,66173.2,5,3
KCNC2,0.023304169,0.01,0.055,0.02037,0,0,7223,3,5,1.03E-06,98971.55263,66338.8,5,2
RHOBTB1,0.023301088,0.013,0.043,0.02179,0,0,7224,3,5,1.80E-06,119011.9426,66516.2222,10,7
IL23R,0.023288492,0.012,0.049,0.02116,0,0,7225,3,5,1.31E-06,113236.4382,66662.2857,7,4
ST3GAL3,0.023286291,0.012,0.049,0.02116,0,0,7226,3,5,1.31E-06,113225.3305,66735.5,7,3
KCTD9,0.023285504,0.012,0.047,0.02141,0,0,7227,3,5,1.50E-06,111685.9353,66464,8,5
NPAT,0.023274832,0.014,0.04,0.02219,0,0,7228,3,5,2.66E-06,115428.7401,66570,14,12
FAF1,0.023270467,0.013,0.042,0.02189,0,0,7229,3,5,2.10E-06,112947.2675,65704,11,9
TEX2,0.023269687,0.015,0.039,0.02226,0,0,7230,3,5,2.77E-06,119218.6704,66233,15,10
ARL9,0.023257295,0.006,0.083,0.01636,0,0,7231,3,5,3.09E-07,107741.3488,66716,2,1
MICALL1,0.023247028,0.012,0.046,0.02137,0,0,7232,3,5,1.57E-06,106520.6076,61928.75,8,3
PRH2,0.023242076,0.008,0.069,0.01843,0,0,7233,3,5,4.87E-07,115424.0714,64304,3,2
ARL16,0.023234215,0.006,0.083,0.01634,0,0,7234,3,5,3.59E-07,92633.91791,58542,2,1
KCTD2,0.02322536,0.008,0.069,0.01842,0,0,7235,3,5,5.08E-07,110568.3764,61452.6667,3,1
RBBP8,0.023221779,0.014,0.04,0.02206,0,0,7236,3,5,2.46E-06,115082.905,65624.3333,13,6
MYB,0.023208066,0.013,0.042,0.02184,0,0,7237,3,5,2.12E-06,111570.4829,65636,11,5
PLEKHA7,0.02320348,0.015,0.036,0.02244,0,0,7238,3,5,4.05E-06,109943.9315,60618,20,12
ZSCAN2,0.02320254,0.011,0.051,0.02075,0,0,7239,3,5,1.08E-06,115379.9913,66443.6,6,2
ZFAND2B,0.023200943,0.01,0.055,0.02028,0,0,7240,3,5,9.14E-07,111010.7143,66700,5,5
AMPD2,0.023200609,0.013,0.043,0.02169,0,0,7241,3,5,2.00E-06,106629.706,62063,10,7
CCNF,0.02319739,0.014,0.041,0.02194,0,0,7242,3,5,2.30E-06,112872.2863,66190.5,12,4
DPY19L3,0.02319258,0.013,0.042,0.02182,0,0,7243,3,5,2.03E-06,116436.2916,65919.5,11,9
FAHD2B,0.023192565,0.009,0.06,0.01952,0,0,7244,3,5,6.83E-07,115927.6916,63998,4,1
DMC1,0.023178557,0.012,0.048,0.02106,0,0,7245,3,5,1.24E-06,119042.6897,66605.2,7,2
OCLN,0.023174891,0.012,0.048,0.02106,0,0,7246,3,5,1.25E-06,118070.9592,66722,7,1
ATP5J,0.023163848,0.006,0.083,0.01629,0,0,7247,3,5,3.40E-07,97483.23438,30331,2,1
HLA-E,0.023158371,0.01,0.055,0.02024,0,0,7248,3,5,8.73E-07,115999.0036,64241.3333,5,4
TUBA4A,0.023147668,0.009,0.06,0.01956,0,0,7249,3,5,7.40E-07,105644.6266,66570.5,4,2
GLP1R,0.023147373,0.012,0.046,0.02128,0,0,7250,3,5,1.53E-06,108811.9245,63146,8,6
GM2A,0.023146021,0.006,0.083,0.01628,0,0,7251,3,5,2.95E-07,112258,66547,2,1
SUPT20H,0.023145092,0.014,0.04,0.02198,0,0,7252,3,5,2.48E-06,113766.0405,66370.6667,13,9
EFTUD1,0.023142768,0.015,0.038,0.0222,0,0,7253,3,5,3.02E-06,116399.0443,66409,16,10
ARHGAP28,0.023137504,0.013,0.045,0.02147,0,0,7254,3,5,1.71E-06,110835.9908,66288,9,4
AGRN,0.02313541,0.015,0.037,0.02234,0,0,7255,3,5,4.85E-06,86764.47355,56630.1667,19,15
STK32C,0.023134866,0.011,0.051,0.02068,0,0,7256,3,5,1.38E-06,90022.06083,54244.4,6,5
CDC45,0.02313381,0.012,0.045,0.02147,0,0,7257,3,5,1.62E-06,116973.9882,66659.7143,9,5
ITGAL,0.023132924,0.014,0.039,0.02213,0,0,7258,3,5,2.85E-06,115172.9167,66603.4,15,7
C1orf43,0.023110803,0.011,0.051,0.02066,0,0,7259,3,5,1.06E-06,117071.0851,66223.5,6,3
ACSS1,0.023109848,0.012,0.044,0.02145,0,0,7260,3,5,1.69E-06,112007.3248,66053.1429,9,8
GPC1,0.023108081,0.01,0.054,0.0202,0,1,7261,3,5,1.16E-06,87098.98154,39184,5,0
TMEM14C,0.023108071,0.006,0.083,0.01625,0,0,7262,3,5,2.84E-07,116394.7368,66740,2,1
TBC1D9B,0.023106306,0.014,0.039,0.0221,0,0,7263,3,5,3.14E-06,104412.3974,58652.7143,15,8
PPP1R3C,0.023105756,0.01,0.054,0.0202,0,0,7264,3,5,8.50E-07,118851.8558,66704.6667,5,1
UBLCP1,0.023101369,0.01,0.054,0.02019,0,0,7265,3,5,8.54E-07,118271.443,66377.2,5,3
RGS6,0.023100803,0.012,0.044,0.02144,0,0,7266,3,5,1.84E-06,102834.1359,66084.8,9,6
UBE2V2,0.023098998,0.006,0.083,0.01625,0,0,7267,3,5,3.09E-07,106931.2632,61964,2,2
OR2G3,0.023098775,0.006,0.083,0.01624,0,1,7268,3,5,2.75E-07,120150.5763,66004,2,0
TNFRSF19,0.02309087,0.01,0.054,0.02019,0,0,7269,3,5,8.93E-07,113051.8667,64729.2,5,3
PSMD7,0.023089521,0.01,0.054,0.02018,0,0,7270,3,5,9.22E-07,109489.2467,64161.6,5,4
PACSIN2,0.02308909,0.012,0.046,0.02122,0,0,7271,3,5,1.45E-06,114510.7846,66405.6,8,4
SUDS3,0.02307625,0.01,0.054,0.02017,0,0,7272,3,5,1.13E-06,89281.22581,42853.5,5,2
TMEM88,0.0230603,0.006,0.083,0.01622,0,0,7273,3,5,3.56E-07,92642.07692,34586,2,2
MRPS10,0.023055624,0.009,0.06,0.01941,0,0,7274,3,5,6.83E-07,115215.6557,66326,4,1
EPG5,0.023053603,0.017,0.033,0.02261,0,0,7275,3,5,6.57E-06,116449.3774,66006.5,34,16
GFOD1,0.023043065,0.008,0.068,0.01827,0,0,7276,3,5,5.33E-07,104506.9134,65830,3,2
ARMC5,0.023039992,0.012,0.046,0.02118,0,0,7277,3,5,1.70E-06,97452.1372,65115.6667,8,3
PLAT,0.023035446,0.012,0.044,0.02138,0,0,7278,3,5,1.63E-06,115738.8625,64611.7778,9,4
SGK3,0.023031389,0.012,0.046,0.02117,0,0,7279,3,5,1.47E-06,112655.4079,66159.3333,8,6
NUP35,0.023026829,0.01,0.054,0.02013,0,0,7280,3,5,9.10E-07,110614.8483,65984,5,3
SLC39A6,0.023022932,0.012,0.044,0.02137,0,0,7281,3,5,1.59E-06,118583.0359,66185.5,9,7
SYTL5,0.023021728,0.012,0.046,0.02116,0,0,7282,3,5,2.20E-06,75241.02358,46267.6667,8,3
ICAM2,0.022994564,0.009,0.06,0.01935,0,0,7283,3,5,6.89E-07,113897.6261,66356,4,2
ZNF160,0.022982701,0.012,0.044,0.02133,0,0,7284,3,5,1.60E-06,117626.2742,66727,9,5
TTLL7,0.022973449,0.015,0.038,0.02203,0,0,7285,3,5,3.08E-06,113275.5165,66515.3333,16,11
ARSE,0.022969547,0.011,0.051,0.02052,0,0,7286,3,5,1.44E-06,82809.5843,47421,6,1
DNAJC30,0.02295163,0.008,0.068,0.0182,0,0,7287,3,5,4.84E-07,114603.7268,59875.3333,3,1
PRKD3,0.022951477,0.014,0.041,0.02171,0,0,7288,3,5,2.25E-06,114115.6923,65632.8,12,6
ARHGEF18,0.022948802,0.013,0.042,0.02159,0,0,7289,3,5,2.38E-06,98230.27022,38696,11,4
SRR,0.022932583,0.009,0.06,0.0193,0,1,7290,3,5,6.65E-07,117677.2509,66729.3333,4,0
MC2R,0.022931852,0.006,0.082,0.01613,0,1,7291,3,5,2.71E-07,120950.3113,66698,2,0
CARF,0.022919176,0.012,0.046,0.02107,0,0,7292,3,5,1.47E-06,112077.0569,66200.75,8,3
KLHL40,0.02291164,0.01,0.054,0.02003,0,0,7293,3,5,8.93E-07,112124.8654,50848,5,2
TMEM222,0.022909216,0.008,0.068,0.01816,0,0,7294,3,5,5.74E-07,96445.42435,39815.3333,3,3
PGAP1,0.022898579,0.014,0.04,0.02175,0,0,7295,3,5,2.50E-06,111616.2151,62023.4,13,9
SNTB2,0.022870582,0.011,0.05,0.02045,0,0,7296,3,5,1.17E-06,104911.8603,66392.8,6,4
LMCD1,0.022870359,0.01,0.054,0.01999,0,0,7297,3,5,9.39E-07,106429.037,66693.3333,5,2
NSRP1,0.022842735,0.011,0.048,0.02075,0,0,7298,3,5,1.41E-06,103115.6751,66574.8,7,3
MDK,0.022841139,0.006,0.082,0.01606,0,0,7299,3,5,4.16E-07,78447.52577,60778,2,1
SSTR5,0.022839231,0.006,0.082,0.01606,0,0,7300,3,5,3.44E-07,94858.01081,60456,2,1
FDCSP,0.022837775,0.006,0.082,0.01606,0,0,7301,3,5,2.73E-07,119519.6154,65958,2,1
RGS16,0.022829685,0.008,0.067,0.0181,0,0,7302,3,5,4.71E-07,117104.4184,66638.6667,3,2
BTNL3,0.022819974,0.011,0.05,0.0204,0,0,7303,3,5,1.13E-06,108374.1818,60222,6,1
LRRK1,0.022818649,0.016,0.035,0.02214,0,0,7304,3,5,4.25E-06,113735.3123,66054.7368,22,9
WBP2,0.0228184,0.008,0.067,0.01809,0,0,7305,3,5,5.94E-07,92806.91429,32796,3,1
ELP4,0.022814868,0.011,0.05,0.0204,0,0,7306,3,5,1.07E-06,114424.4518,66616.4,6,4
INTS4,0.022803333,0.014,0.039,0.02174,0,0,7307,3,5,2.80E-06,107371.8932,66011.1429,14,11
PIK3C3,0.022801112,0.014,0.039,0.02174,0,0,7308,3,5,2.61E-06,115176.6878,66217.1111,14,5
IL6R,0.022789582,0.011,0.05,0.02038,0,0,7309,3,5,1.08E-06,113233.5615,65955,6,2
CAMKK2,0.02278405,0.012,0.046,0.02094,0,0,7310,3,5,1.73E-06,94641.36035,63979.2,8,2
SLC2A4,0.022781248,0.011,0.047,0.0207,0,0,7311,3,5,1.29E-06,112392.8092,66568.4,7,1
FYTTD1,0.022780817,0.01,0.054,0.01991,0,0,7312,3,5,1.04E-06,95695.55172,66738,5,3
ABCG1,0.022780734,0.011,0.047,0.0207,0,0,7313,3,5,1.40E-06,103559.5186,65130.4,7,3
MPHOSPH9,0.022777247,0.014,0.038,0.02178,0,0,7314,3,5,2.86E-06,112958.091,65181.1667,15,12
SPNS2,0.022773564,0.011,0.047,0.02069,0,0,7315,3,5,1.37E-06,105792.6555,65502.2857,7,6
IL18,0.022751347,0.006,0.081,0.016,0,0,7316,3,5,3.46E-07,93908.34426,65722,2,2
FOXL1,0.022741395,0.006,0.081,0.01599,0,0,7317,3,5,3.26E-07,99621.36,65973,2,1
DENND4A,0.022721625,0.015,0.036,0.0219,0,0,7318,3,5,4.14E-06,94300.63189,60161.2,18,8
F5,0.022719836,0.016,0.034,0.02212,0,0,7319,3,5,4.60E-06,119434.4909,66539.4286,25,7
PPARA,0.022717977,0.011,0.05,0.02031,0,0,7320,3,5,1.03E-06,118340.1707,66664.6667,6,4
C8orf44-SGK3,0.022714569,0.012,0.045,0.02088,0,0,7321,3,5,1.47E-06,111022.5743,66159.3333,8,6
ZNF41,0.022713037,0.01,0.053,0.01985,0,0,7322,3,5,1.21E-06,81992.07273,47905,5,3
LDHA,0.022709667,0.009,0.058,0.01919,0,0,7323,3,5,8.02E-07,95496.79641,51115,4,2
SLC25A33,0.022707438,0.009,0.059,0.01911,0,0,7324,3,5,7.08E-07,109401.0726,66066,4,2
RP11-73M18.2,0.02269573,0.013,0.042,0.02122,0,0,7325,3,5,1.96E-06,106339.6236,59203,10,6
SNTB1,0.022691826,0.011,0.05,0.02029,0,0,7326,3,5,1.16E-06,104951.3888,66300,6,5
PRNP,0.022690233,0.008,0.067,0.01799,0,0,7327,3,5,4.83E-07,113456.331,65216,3,2
GTF2E2,0.022689845,0.011,0.05,0.02029,0,0,7328,3,5,1.08E-06,112715.2734,66610,6,4
TUBG2,0.022682528,0.011,0.047,0.02061,0,0,7329,3,5,1.22E-06,118306.8011,66675,7,3
COLGALT1,0.022678349,0.012,0.045,0.02085,0,0,7330,3,5,1.44E-06,113144.9965,64333.3333,8,2
CXCL1,0.022667458,0.006,0.081,0.01594,0,0,7331,3,5,3.00E-07,107865.8477,66693,2,2
XCL1,0.022664986,0.006,0.081,0.01594,0,1,7332,3,5,2.70E-07,119836.4789,66611,2,0
RABEP2,0.022658959,0.012,0.045,0.02083,0,0,7333,3,5,1.55E-06,105020.5836,59065.4286,8,5
CYB561A3,0.022658889,0.008,0.067,0.01797,0,1,7334,3,5,5.26E-07,104028.9444,47024.6667,3,0
VSTM4,0.022648088,0.009,0.059,0.01906,0,0,7335,3,5,6.66E-07,115983.8533,66028.6667,4,1
NALCN,0.022645795,0.016,0.033,0.0221,0,0,7336,3,5,5.15E-06,115120.1426,66450.3636,27,13
C2orf44,0.02264046,0.01,0.053,0.01979,0,0,7337,3,5,8.25E-07,119848.8679,66690,5,2
PAM,0.02263774,0.014,0.038,0.02165,0,0,7338,3,5,2.78E-06,115477.5023,66511.5,15,14
CRABP2,0.022626859,0.008,0.067,0.01794,0,0,7339,3,5,4.75E-07,115025.8701,66682,3,2
OR56A1,0.022623243,0.006,0.081,0.01591,0,0,7340,3,5,2.70E-07,119592.2551,66732,2,1
C11orf24,0.022619351,0.008,0.067,0.01793,0,0,7341,3,5,4.59E-07,118993.6427,65784.6667,3,3
EHMT2,0.022618023,0.015,0.037,0.02175,0,0,7342,3,5,3.41E-06,107322.3509,61620,17,6
SYF2,0.022609724,0.009,0.059,0.01903,0,0,7343,3,5,6.74E-07,114405.1093,66550.5,4,1
LNX1,0.022597079,0.013,0.042,0.02113,0,0,7344,3,5,1.78E-06,116562.5067,66420,10,7
COMMD6,0.022575944,0.006,0.081,0.01587,0,1,7345,3,5,2.99E-07,107743.1412,66703,2,0
ANPEP,0.022565521,0.014,0.038,0.02151,0,0,7346,3,5,2.50E-06,118965.5967,66502.6154,14,8
PLG,0.022557944,0.014,0.039,0.02143,0,0,7347,3,5,2.29E-06,119981.7793,66317.6364,13,10
CAMK2N1,0.022557152,0.003,0.111,0.01136,0,0,7348,3,5,1.24E-07,89071.21739,66572,1,0
GLTSCR2,0.022547198,0.011,0.05,0.02016,0,0,7349,3,5,1.37E-06,88271.53846,43294,6,1
CASC5,0.022545549,0.015,0.035,0.02187,0,0,7350,3,5,4.15E-06,115056.5428,66114.7143,22,14
ZNF394,0.022536551,0.011,0.047,0.02048,0,0,7351,3,5,1.22E-06,117516.1033,66333,7,3
EIF2B1,0.022528669,0.01,0.053,0.01969,0,0,7352,3,5,8.42E-07,116816.1773,66517,5,5
NBR1,0.022525351,0.013,0.041,0.02119,0,0,7353,3,5,2.42E-06,94756.63961,48702.2,11,5
FBXO10,0.02251967,0.013,0.042,0.02106,0,0,7354,3,5,1.89E-06,109386.3703,63894.5,10,7
FRMD6,0.022503447,0.012,0.043,0.02088,0,0,7355,3,5,1.61E-06,114343.3057,52429.2,9,5
KNDC1,0.0224895,0.014,0.038,0.02151,0,0,7356,3,5,3.62E-06,88084.96956,57602,15,6
ZDBF2,0.022485801,0.014,0.037,0.02162,0,0,7357,3,5,3.11E-06,116970.5391,65871.875,17,12
RSU1,0.022476742,0.009,0.058,0.01892,0,0,7358,3,5,6.73E-07,113873.631,66216.6667,4,1
ODF2,0.022463121,0.014,0.039,0.02134,0,0,7359,3,5,2.56E-06,106861.8281,65062.4444,13,9
ERGIC2,0.02246093,0.011,0.049,0.02008,0,0,7360,3,5,1.11E-06,108511.6676,59236.4,6,4
KIAA0195,0.0224397,0.015,0.036,0.02167,0,0,7361,3,5,3.52E-06,115877.4467,65428.5,19,6
KIAA0922,0.022429262,0.015,0.035,0.02173,0,0,7362,3,5,3.98E-06,113705.8007,66185,21,2
CTDSPL,0.02242914,0.008,0.066,0.01778,0,0,7363,3,5,5.53E-07,97887.08772,66064,3,1
NPR1,0.022425209,0.014,0.038,0.02138,0,0,7364,3,5,2.74E-06,107850.3406,63040.3333,14,8
PFDN2,0.022410066,0.008,0.066,0.01777,0,1,7365,3,5,4.55E-07,118863.2448,65417,3,0
B4GALNT1,0.022407759,0.011,0.049,0.02003,0,0,7366,3,5,1.16E-06,103577.2584,66446,6,5
GPR63,0.022406533,0.009,0.058,0.01886,0,0,7367,3,5,6.37E-07,119917.931,66594,4,3
PALMD,0.022405518,0.011,0.049,0.02003,0,0,7368,3,5,1.04E-06,115516.3937,66527.2,6,3
USE1,0.022398074,0.01,0.053,0.01958,0,0,7369,3,5,9.91E-07,98644.1938,64848,5,2
UBE3B,0.022387407,0.014,0.036,0.02153,0,0,7370,3,5,3.25E-06,111430.1808,64591.5385,17,11
ZNF593,0.022354213,0.008,0.066,0.01772,0,1,7371,3,5,6.12E-07,88137.14634,66640,3,0
REEP5,0.02234097,0.008,0.066,0.01771,0,0,7372,3,5,5.16E-07,104469.1241,63722.6667,3,1
PPWD1,0.022330471,0.013,0.041,0.02101,0,0,7373,3,5,2.04E-06,111397.4848,63354,11,7
DCLRE1C,0.022326865,0.012,0.042,0.02088,0,0,7374,3,5,1.78E-06,115109.3491,64763.75,10,5
DCUN1D4,0.022317372,0.01,0.053,0.01951,0,0,7375,3,5,9.69E-07,100499.406,63202,5,2
VAMP3,0.022315492,0.008,0.066,0.01769,0,0,7376,3,5,4.79E-07,112402.7375,66732,3,3
NOV,0.022314065,0.009,0.058,0.01878,0,1,7377,3,5,6.81E-07,111687.9495,66643,4,0
A1CF,0.022312834,0.013,0.041,0.02099,0,0,7378,3,5,1.90E-06,119507.5934,66258.5714,11,7
DUSP23,0.022292155,0.008,0.066,0.01767,0,0,7379,3,5,5.92E-07,90846.67442,45784.6667,3,2
PRRX2,0.022289047,0.006,0.08,0.01567,0,0,7380,3,5,3.43E-07,92601.12727,65860,2,2
GPR183,0.022282583,0.008,0.066,0.01767,0,0,7381,3,5,4.52E-07,118930.875,65802,3,1
ATAD3A,0.022281632,0.013,0.04,0.02096,0,0,7382,3,5,2.15E-06,105457.9472,64463,11,5
GSS,0.022273522,0.012,0.043,0.02067,0,0,7383,3,5,1.55E-06,117497.753,64233.1429,9,5
MRPS35,0.02226906,0.01,0.049,0.01991,0,0,7384,3,5,1.08E-06,110529.1489,66435.6,6,4
PHTF2,0.022268073,0.012,0.042,0.02082,0,0,7385,3,5,2.20E-06,92878.13018,53525.75,10,8
SH3BP2,0.022267665,0.011,0.047,0.02022,0,0,7386,3,5,1.48E-06,92952.46658,65080,7,5
KLHDC2,0.022265087,0.011,0.046,0.02023,0,0,7387,3,5,1.24E-06,114174.2062,66138.4,7,7
TMED9,0.022253648,0.009,0.057,0.0188,0,0,7388,3,5,7.97E-07,94022.07048,65922.6667,4,2
CCR10,0.022249849,0.008,0.066,0.01764,0,0,7389,3,5,6.34E-07,84657.80571,48462,3,1
LRRC37B,0.022238963,0.013,0.04,0.02092,0,0,7390,3,5,2.05E-06,110382.2103,66286.5,11,1
SLC45A1,0.022235355,0.012,0.044,0.02045,0,0,7391,3,5,1.43E-06,114397.2872,66342.6667,8,6
BCL2L13,0.022234421,0.01,0.052,0.01943,0,0,7392,3,5,8.54E-07,113584.4271,65395.2,5,3
PSKH1,0.022228579,0.009,0.058,0.01871,0,0,7393,3,5,6.72E-07,112732.2412,66550.6667,4,3
TMEM38A,0.022211414,0.009,0.058,0.01869,0,0,7394,3,5,6.84E-07,110665.4113,66685,4,4
LSM4,0.022190237,0.007,0.066,0.01759,0,0,7395,3,5,6.24E-07,85770.21941,66698,3,2
NSMCE1,0.022177137,0.009,0.058,0.01866,0,0,7396,3,5,6.82E-07,110811.5585,66091.5,4,3
SPIC,0.022161784,0.009,0.058,0.01865,0,1,7397,3,5,6.41E-07,117814.3423,65984,4,0
ADAMTS2,0.022157582,0.014,0.037,0.02119,0,0,7398,3,5,2.94E-06,106813.5287,65527,15,15
MYO10,0.022154813,0.016,0.032,0.02165,0,0,7399,3,5,6.13E-06,101816.0309,61969.5789,29,17
MCTP1,0.022148413,0.014,0.038,0.02112,0,0,7400,3,5,2.71E-06,107658.2772,60976.1818,14,6
CRYGS,0.022147801,0.007,0.065,0.01756,0,0,7401,3,5,4.42E-07,120841.8808,66541.3333,3,2
CPOX,0.022125327,0.01,0.049,0.01978,0,0,7402,3,5,1.09E-06,108775.41,66476,6,2
UQCRC1,0.022122811,0.011,0.046,0.0201,0,0,7403,3,5,1.25E-06,112508.8852,66557.6,7,4
TMEM132E,0.022103598,0.012,0.044,0.02032,0,0,7404,3,5,1.67E-06,94955.28412,61001.25,8,7
